id,officer_id,job_title,badge_number
,#NYPD_734,Detective Third Grade,278
,#NYPD_734,Detective Third Grade,6032
,#NYPD_735,Lieutenant,0
,#NYPD_736,Police Officer,16833
,#NYPD_737,Police Officer,20490
,#NYPD_738,Police Officer,19406
,#NYPD_739,Lieutenant,0
,#NYPD_740,Detective Third Grade,1021
,#NYPD_741,Detective Second Grade,5073
,#NYPD_742,Police Officer,10759
,#NYPD_743,Police Officer,11061
,#NYPD_744,Detective Third Grade,3712
,#NYPD_745,Police Officer,9924
,#NYPD_746,Detective Third Grade,3100
,#NYPD_747,Police Officer,10217
,#NYPD_748,Police Officer,11904
,#NYPD_749,Detective Specialist,4335
,#NYPD_750,Detective Second Grade,4335
,#NYPD_751,Police Officer,8205
,#NYPD_752,Police Officer,5950
,#NYPD_753,Sergeant,4403
,#NYPD_754,Police Officer,5433
,#NYPD_755,Police Officer,4600
,#NYPD_756,Police Officer,15187
,#NYPD_757,Police Officer,27242
,#NYPD_758,Detective Second Grade,3664
,#NYPD_759,Police Officer,7643
,#NYPD_760,Police Officer,
,#NYPD_761,Detective Second Grade,7255
,#NYPD_762,Police Officer,7319
,#NYPD_763,Police Officer,24259
,#NYPD_764,Detective Third Grade,2206
,#NYPD_764,Detective Third Grade,689
,#NYPD_765,Police Officer,18654
,#NYPD_766,Police Officer,20862
,#NYPD_767,Sergeant,2863
,#NYPD_768,Lieutenant,0
,#NYPD_769,Police Officer,20509
,#NYPD_770,Police Officer,1720
,#NYPD_771,Police Officer,17919
,#NYPD_772,Sergeant,5504
,#NYPD_773,Lieutenant,0
,#NYPD_774,Police Officer,3136
,#NYPD_775,Police Officer,2010
,#NYPD_776,Lieutenant,0
,#NYPD_777,Police Officer,12670
,#NYPD_778,Detective Second Grade,
,#NYPD_779,Sergeant,3425
,#NYPD_780,Police Officer,27260
,#NYPD_781,Sergeant,3085
,#NYPD_782,Detective Specialist,1233
,#NYPD_783,Sergeant,102
,#NYPD_784,Detective Third Grade,3485
,#NYPD_785,Police Officer,14323
,#NYPD_786,Sergeant,2606
,#NYPD_787,Police Officer,
,#NYPD_788,Sergeant,6652
,#NYPD_788,Sergeant,4155
,#NYPD_789,Police Officer,
,#NYPD_790,Police Officer,17710
,#NYPD_791,Detective Third Grade,2123
,#NYPD_792,Detective Third Grade,5003
,#NYPD_793,Detective Specialist,5498
,#NYPD_794,Police Officer,9832
,#NYPD_795,Police Officer,
,#NYPD_796,Sergeant,5312
,#NYPD_797,Police Officer,21660
,#NYPD_798,Police Officer,3337
,#NYPD_799,Sergeant,1511
,#NYPD_800,Sergeant,2689
,#NYPD_801,Police Officer,28961
,#NYPD_802,Police Officer,24811
,#NYPD_803,Police Officer,1284
,#NYPD_804,Detective Third Grade,6907
,#NYPD_805,Police Officer,12122
,#NYPD_806,Police Officer,20134
,#NYPD_807,Police Officer,
,#NYPD_808,Police Officer,
,#NYPD_809,Police Officer,
,#NYPD_810,Police Officer,
,#NYPD_811,Police Officer,
,#NYPD_812,Police Officer,14894
,#NYPD_813,Police Officer,23264
,#NYPD_814,Police Officer,
,#NYPD_815,Police Officer,
,#NYPD_816,Police Officer,
,#NYPD_817,Police Officer,
,#NYPD_818,Detective First Grade,2904
,#NYPD_819,Detective Second Grade,4338
,#NYPD_820,Police Officer,13023
,#NYPD_821,Police Officer,6841
,#NYPD_822,Detective Third Grade,7732
,#NYPD_823,Police Officer,29629
,#NYPD_824,Detective First Grade,7815
,#NYPD_825,Police Officer,30931
,#NYPD_826,Police Officer,21214
,#NYPD_827,Police Officer,
,#NYPD_828,Police Officer,4366
,#NYPD_829,Police Officer,4158
,#NYPD_830,Police Officer,20317
,#NYPD_831,Police Officer,7053
,#NYPD_832,Police Officer,21800
,#NYPD_833,Police Officer,12670
,#NYPD_834,Police Officer,
,#NYPD_835,Detective Third Grade,
,#NYPD_836,Detective Third Grade,
,#NYPD_837,Police Officer,27341
,#NYPD_838,Lieutenant,0
,#NYPD_839,Police Officer,29473
,#NYPD_840,Police Officer,17568
,#NYPD_841,Detective Second Grade,5156
,#NYPD_842,Police Officer,15583
,#NYPD_843,Police Officer,19931
,#NYPD_844,Police Officer,18929
,#NYPD_845,Police Officer,1787
,#NYPD_846,Sergeant,3248
,#NYPD_847,Police Officer,
,#NYPD_848,Lieutenant,0
,#NYPD_849,Police Officer,
,#NYPD_850,Police Officer,
,#NYPD_851,Police Officer,
,#NYPD_852,Detective Specialist,13032
,#NYPD_852,Detective Specialist,3212
,#NYPD_853,Police Officer,17396
,#NYPD_854,Police Officer,8077
,#NYPD_855,Police Officer,
,#NYPD_856,Police Officer,2604
,#NYPD_857,Police Officer,
,#NYPD_858,Sergeant,2498
,#NYPD_859,Police Officer,
,#NYPD_860,Police Officer,
,#NYPD_861,Sergeant,
,#NYPD_862,Police Officer,11891
,#NYPD_863,Police Officer,18443
,#NYPD_864,Police Officer,
,#NYPD_865,Police Officer,
,#NYPD_866,Police Officer,
,#NYPD_867,Police Officer,30584
,#NYPD_868,Police Officer,6961
,#NYPD_869,Police Officer,26169
,#NYPD_870,Detective Third Grade,4846
,#NYPD_871,Sergeant,4901
,#NYPD_872,Lieutenant,0
,#NYPD_873,Police Officer,
,#NYPD_874,Police Officer,20516
,#NYPD_875,Police Officer,
,#NYPD_876,Police Officer,10511
,#NYPD_877,Police Officer,20883
,#NYPD_878,Police Officer,
,#NYPD_879,Police Officer,21912
,#NYPD_880,Detective Second Grade,1161
,#NYPD_881,Police Officer,
,#NYPD_882,Detective Third Grade,2922
,#NYPD_883,Police Officer,7967
,#NYPD_884,Police Officer,21771
,#NYPD_885,Police Officer,
,#NYPD_886,Police Officer,16836
,#NYPD_886,Police Officer,16826
,#NYPD_887,Police Officer,
,#NYPD_888,Police Officer,
,#NYPD_889,Police Officer,
,#NYPD_890,Police Officer,
,#NYPD_891,Police Officer,21350
,#NYPD_892,Police Officer,
,#NYPD_893,Police Officer,4014
,#NYPD_894,Police Officer,
,#NYPD_895,Police Officer,21107
,#NYPD_896,Detective Second Grade,867
,#NYPD_897,Police Officer,
,#NYPD_898,Detective Third Grade,2154
,#NYPD_899,Police Officer,6359
,#NYPD_900,Detective Specialist,5138
,#NYPD_901,Police Officer,
,#NYPD_902,Police Officer,30144
,#NYPD_903,Sergeant,322
,#NYPD_904,Police Officer,4161
,#NYPD_905,Police Officer,8480
,#NYPD_906,Police Officer,
,#NYPD_907,Police Officer,
,#NYPD_908,Police Officer,
,#NYPD_909,Police Officer,
,#NYPD_910,Police Officer,13241
,#NYPD_911,Police Officer,16160
,#NYPD_912,Police Officer,11566
,#NYPD_913,Police Officer,22882
,#NYPD_914,Police Officer,14865
,#NYPD_915,Detective Third Grade,3548
,#NYPD_916,Police Officer,
,#NYPD_917,Detective Third Grade,5659
,#NYPD_918,Sergeant,2145
,#NYPD_919,Police Officer,
,#NYPD_920,Police Officer,
,#NYPD_921,Detective Second Grade,7612
,#NYPD_922,Police Officer,171
,#NYPD_923,Police Officer,18633
,#NYPD_924,Police Officer,
,#NYPD_925,Lieutenant,0
,#NYPD_926,Detective Second Grade,5471
,#NYPD_927,Lieutenant,0
,#NYPD_928,Police Officer,28529
,#NYPD_929,Police Officer,
,#NYPD_930,Police Officer,13669
,#NYPD_931,Police Officer,14009
,#NYPD_932,Sergeant,4835
,#NYPD_933,Lieutenant,0
,#NYPD_934,Police Officer,
,#NYPD_935,Police Officer,17913
,#NYPD_936,Police Officer,
,#NYPD_937,Police Officer,23557
,#NYPD_938,Police Officer,31977
,#NYPD_939,Police Officer,35
,#NYPD_940,Police Officer,18871
,#NYPD_941,Sergeant,
,#NYPD_942,Sergeant,
,#NYPD_943,Police Officer,9689
,#NYPD_944,Detective Third Grade,691
,#NYPD_945,Police Officer,18127
,#NYPD_946,Detective Third Grade,4453
,#NYPD_947,Police Officer,10400
,#NYPD_948,Police Officer,200
,#NYPD_949,Police Officer,8115
,#NYPD_950,Sergeant,
,#NYPD_951,Police Officer,11490
,#NYPD_952,Police Officer,15459
,#NYPD_953,Police Officer,31797
,#NYPD_954,Police Officer,25084
,#NYPD_955,Police Officer,2059
,#NYPD_956,Police Officer,
,#NYPD_957,Police Officer,2013
,#NYPD_958,Police Officer,4257
,#NYPD_959,Police Officer,17287
,#NYPD_960,Police Officer,13957
,#NYPD_961,Police Officer,2632
,#NYPD_962,Police Officer,11136
,#NYPD_963,Police Officer,
,#NYPD_964,Police Officer,
,#NYPD_965,Police Officer,
,#NYPD_966,Police Officer,4794
,#NYPD_967,Police Officer,4794
,#NYPD_968,Sergeant,4348
,#NYPD_969,Sergeant,5323
,#NYPD_970,Detective Second Grade,4506
,#NYPD_971,Sergeant,5616
,#NYPD_972,Police Officer,
,#NYPD_973,Police Officer,
,#NYPD_974,Police Officer,3409
,#NYPD_975,Police Officer,21842
,#NYPD_976,Sergeant,2452
,#NYPD_977,Detective Third Grade,2841
,#NYPD_978,Detective Third Grade,
,#NYPD_979,Detective Third Grade,5077
,#NYPD_980,Police Officer,4406
,#NYPD_981,Police Officer,9188
,#NYPD_982,Sergeant,4306
,#NYPD_983,Police Officer,11945
,#NYPD_984,Police Officer,14641
,#NYPD_985,Police Officer,16400
,#NYPD_986,Police Officer,16507
,#NYPD_987,Police Officer,1977
,#NYPD_988,Police Officer,24149
,#NYPD_989,Police Officer,29600
,#NYPD_990,Police Officer,11951
,#NYPD_991,Police Officer,
,#NYPD_992,Police Officer,12182
,#NYPD_993,Police Officer,10247
,#NYPD_994,Sergeant,955
,#NYPD_995,Police Officer,6780
,#NYPD_996,Sergeant,4199
,#NYPD_997,Sergeant,1534
,#NYPD_998,Detective Third Grade,6062
,#NYPD_999,Police Officer,11464
,#NYPD_1000,Detective Specialist,962
,#NYPD_1001,Sergeant,0
,#NYPD_1002,Police Officer,10681
,#NYPD_1003,Police Officer,28283
,#NYPD_1004,Police Officer,8455
,#NYPD_1005,Detective Specialist,7780
,#NYPD_1006,Detective Third Grade,5433
,#NYPD_1007,Lieutenant,0
,#NYPD_1008,Police Officer,26441
,#NYPD_1009,Police Officer,24684
,#NYPD_1010,Sergeant,205
,#NYPD_1010,Sergeant,197
,#NYPD_1011,Police Officer,24257
,#NYPD_1012,Police Officer,14611
,#NYPD_1013,Police Officer,25938
,#NYPD_1014,Sergeant,
,#NYPD_1015,Police Officer,9898
,#NYPD_1016,Police Officer,10170
,#NYPD_1017,Detective Second Grade,6360
,#NYPD_1018,Police Officer,30936
,#NYPD_1019,Deputy Chief Inspector,0
,#NYPD_1020,Police Officer,7477
,#NYPD_1021,Lieutenant,0
,#NYPD_1022,Police Officer,25794
,#NYPD_1023,Police Officer,4767
,#NYPD_1024,Sergeant,2612
,#NYPD_1025,Police Officer,12204
,#NYPD_1026,Police Officer,7062
,#NYPD_1027,Police Officer,5494
,#NYPD_1028,Sergeant,1034
,#NYPD_1029,Sergeant,5017
,#NYPD_1030,Police Officer,18801
,#NYPD_1031,Police Officer,9479
,#NYPD_1032,Police Officer,3879
,#NYPD_1033,Police Officer,26105
,#NYPD_1034,Police Officer,21000
,#NYPD_1035,Police Officer,19298
,#NYPD_1036,Police Officer,7037
,#NYPD_1037,Deputy Chief Inspector,0
,#NYPD_1038,Police Officer,
,#NYPD_1039,Police Officer,2992
,#NYPD_1040,Police Officer,896
,#NYPD_1041,Police Officer,30708
,#NYPD_1042,Police Officer,7982
,#NYPD_1043,Detective Third Grade,994
,#NYPD_1044,Detective Second Grade,509
,#NYPD_1045,Detective Second Grade,2584
,#NYPD_1046,Police Officer,7234
,#NYPD_1047,Police Officer,15614
,#NYPD_1048,Sergeant,1687
,#NYPD_1048,Sergeant,750
,#NYPD_1049,Police Officer,16458
,#NYPD_1050,Police Officer,16392
,#NYPD_1051,Police Officer,4647
,#NYPD_1052,Police Officer,23694
,#NYPD_1053,Police Officer,12827
,#NYPD_1054,Police Officer,18078
,#NYPD_1055,Detective Second Grade,385
,#NYPD_1056,Detective Second Grade,
,#NYPD_1057,Police Officer,20220
,#NYPD_1058,Lieutenant,0
,#NYPD_1059,Police Officer,6663
,#NYPD_1060,Police Officer,21480
,#NYPD_1061,Police Officer,22068
,#NYPD_1062,Police Officer,10734
,#NYPD_1063,Sergeant,1793
,#NYPD_1064,Police Officer,23323
,#NYPD_1065,Police Officer,8547
,#NYPD_1066,Deputy Inspector,0
,#NYPD_1067,Captain,0
,#NYPD_1068,Sergeant,4623
,#NYPD_1069,Police Officer,1001
,#NYPD_1070,Sergeant,2976
,#NYPD_1071,Police Officer,2290
,#NYPD_1072,Police Officer,13605
,#NYPD_1073,Sergeant,4624
,#NYPD_1074,Sergeant,1524
,#NYPD_1075,Police Officer,7151
,#NYPD_1075,Police Officer,3106
,#NYPD_1076,Police Officer,3733
,#NYPD_1077,Detective Third Grade,2097
,#NYPD_1078,Police Officer,20977
,#NYPD_1079,Police Officer,8436
,#NYPD_1080,Police Officer,2758
,#NYPD_1081,Police Officer,23128
,#NYPD_1082,Captain,0
,#NYPD_1083,Detective Third Grade,
,#NYPD_1084,Police Officer,9056
,#NYPD_1085,Police Officer,10495
,#NYPD_1086,Police Officer,20499
,#NYPD_1087,Lieutenant,0
,#NYPD_1088,Sergeant,5127
,#NYPD_1089,Detective Specialist,1226
,#NYPD_1090,Detective Third Grade,6285
,#NYPD_1091,Police Officer,4141
,#NYPD_1092,Police Officer,5985
,#NYPD_1093,Police Officer,11208
,#NYPD_1094,Police Officer,4808
,#NYPD_1095,Police Officer,9246
,#NYPD_1096,Police Officer,21413
,#NYPD_1097,Police Officer,4835
,#NYPD_1098,Police Officer,4067
,#NYPD_1098,Police Officer,1485
,#NYPD_1099,Sergeant,2676
,#NYPD_1100,Detective Specialist,4179
,#NYPD_1101,Lieutenant,0
,#NYPD_1102,Police Officer,16847
,#NYPD_1103,Police Officer,11869
,#NYPD_1104,Sergeant,2252
,#NYPD_1105,Detective Second Grade,462
,#NYPD_1106,Detective Second Grade,6361
,#NYPD_1107,Police Officer,6459
,#NYPD_1108,Lieutenant,
,#NYPD_1109,Police Officer,30390
,#NYPD_1110,Police Officer,4360
,#NYPD_1111,Sergeant,
,#NYPD_1112,Police Officer,6339
,#NYPD_1113,Police Officer,22907
,#NYPD_1114,Police Officer,26678
,#NYPD_1115,Police Officer,31798
,#NYPD_1116,Sergeant,5484
,#NYPD_1117,Detective Third Grade,2283
,#NYPD_1118,Police Officer,18774
,#NYPD_1119,Police Officer,7160
,#NYPD_1120,Police Officer,
,#NYPD_1121,Sergeant,4995
,#NYPD_1122,Detective Third Grade,26212
,#NYPD_1122,Detective Third Grade,713
,#NYPD_1123,Detective Specialist,7882
,#NYPD_1124,Police Officer,1652
,#NYPD_1125,Police Officer,27153
,#NYPD_1126,Police Officer,7170
,#NYPD_1127,Detective Third Grade,6542
,#NYPD_1128,Sergeant,31408
,#NYPD_1128,Sergeant,16
,#NYPD_1129,Lieutenant,0
,#NYPD_1130,Police Officer,
,#NYPD_1131,Police Officer,16087
,#NYPD_1132,Police Officer,109
,#NYPD_1133,Police Officer,949
,#NYPD_1134,Police Officer,9057
,#NYPD_1135,Sergeant,5473
,#NYPD_1136,Police Officer,14723
,#NYPD_1137,Police Officer,2621
,#NYPD_1138,Police Officer,30146
,#NYPD_1139,Police Officer,23758
,#NYPD_1140,Police Officer,29515
,#NYPD_1141,Lieutenant,0
,#NYPD_1142,Police Officer,6495
,#NYPD_1143,Police Officer,15208
,#NYPD_1144,Police Officer,5934
,#NYPD_1145,Police Officer,18176
,#NYPD_1146,Police Officer,1796
,#NYPD_1147,Police Officer,23428
,#NYPD_1148,Police Officer,9052
,#NYPD_1149,Police Officer,22334
,#NYPD_1150,Police Officer,25854
,#NYPD_1151,Police Officer,13275
,#NYPD_1152,Police Officer,19418
,#NYPD_1153,Detective Second Grade,6046
,#NYPD_1154,Sergeant,27156
,#NYPD_1154,Sergeant,2456
,#NYPD_1155,Sergeant,4810
,#NYPD_1156,Police Officer,1334
,#NYPD_1157,Police Officer,13535
,#NYPD_1158,Detective Third Grade,4136
,#NYPD_1158,Detective Third Grade,1780
,#NYPD_1159,Police Officer,5991
,#NYPD_1160,Sergeant,2515
,#NYPD_1161,Police Officer,26949
,#NYPD_1162,Sergeant,5485
,#NYPD_1163,Police Officer,26390
,#NYPD_1164,Police Officer,
,#NYPD_1165,Police Officer,4187
,#NYPD_1166,Police Officer,20999
,#NYPD_1167,Police Officer,11457
,#NYPD_1168,Police Officer,15716
,#NYPD_1169,Police Officer,26535
,#NYPD_1170,Detective Third Grade,7881
,#NYPD_1170,Detective Third Grade,14413
,#NYPD_1171,Police Officer,13100
,#NYPD_1172,Police Officer,4030
,#NYPD_1173,Police Officer,
,#NYPD_1174,Sergeant,5411
,#NYPD_1175,Lieutenant,0
,#NYPD_1176,Detective Second Grade,6812
,#NYPD_1177,Police Officer,12645
,#NYPD_1178,Sergeant,
,#NYPD_1179,Detective Specialist,4525
,#NYPD_1180,Police Officer,1767
,#NYPD_1181,Police Officer,24317
,#NYPD_1182,Detective Specialist,
,#NYPD_1183,Lieutenant,25380
,#NYPD_1183,Lieutenant,0
,#NYPD_1184,Sergeant,17906
,#NYPD_1185,Police Officer,1090
,#NYPD_1186,Police Officer,5815
,#NYPD_1187,Police Officer,2786
,#NYPD_1188,Police Officer,18244
,#NYPD_1189,Police Officer,2392
,#NYPD_1190,Police Officer,19311
,#NYPD_1191,Police Officer,
,#NYPD_1192,Police Officer,6342
,#NYPD_1192,Police Officer,9309
,#NYPD_1193,Detective Third Grade,4558
,#NYPD_1194,Detective First Grade,
,#NYPD_1195,Police Officer,18572
,#NYPD_1196,Police Officer,6381
,#NYPD_1197,Police Officer,9813
,#NYPD_1198,Detective Third Grade,1097
,#NYPD_1199,Sergeant,5573
,#NYPD_1200,Police Officer,
,#NYPD_1201,Police Officer,5561
,#NYPD_1202,Police Officer,15442
,#NYPD_1203,Detective Specialist,4883
,#NYPD_1204,Detective Specialist,1614
,#NYPD_1205,Police Officer,11760
,#NYPD_1206,Police Officer,18509
,#NYPD_1207,Sergeant,249
,#NYPD_1208,Police Officer,7606
,#NYPD_1209,Detective Third Grade,1864
,#NYPD_1210,Sergeant,
,#NYPD_1211,Sergeant,2130
,#NYPD_1212,Lieutenant,0
,#NYPD_1213,Lieutenant,0
,#NYPD_1214,Police Officer,2423
,#NYPD_1215,Police Officer,11793
,#NYPD_1216,Police Officer,31705
,#NYPD_1217,Sergeant,4589
,#NYPD_1218,Police Officer,18501
,#NYPD_1218,Police Officer,1983
,#NYPD_1219,Police Officer,14856
,#NYPD_1220,Sergeant,4664
,#NYPD_1221,Police Officer,17172
,#NYPD_1222,Detective Second Grade,6217
,#NYPD_1223,Police Officer,12153
,#NYPD_1224,Police Officer,30906
,#NYPD_1225,Police Officer,14187
,#NYPD_1226,Police Officer,8478
,#NYPD_1227,Police Officer,20079
,#NYPD_1228,Police Officer,
,#NYPD_1229,Detective Third Grade,19000
,#NYPD_1229,Detective Third Grade,2727
,#NYPD_1230,Police Officer,13341
,#NYPD_1231,Detective First Grade,3222
,#NYPD_1232,Sergeant,5474
,#NYPD_1233,Police Officer,5270
,#NYPD_1234,Police Officer,10027
,#NYPD_1235,Police Officer,11532
,#NYPD_1236,Detective Specialist,3644
,#NYPD_1237,Police Officer,28026
,#NYPD_1238,Sergeant,2500
,#NYPD_1239,Police Officer,24975
,#NYPD_1240,Police Officer,
,#NYPD_1241,Police Officer,24667
,#NYPD_1242,Police Officer,16858
,#NYPD_1243,Lieutenant,0
,#NYPD_1244,Police Officer,20194
,#NYPD_1245,Detective Second Grade,6064
,#NYPD_1246,Detective Third Grade,691
,#NYPD_1246,Detective Third Grade,20902
,#NYPD_1247,Police Officer,25914
,#NYPD_1248,Police Officer,17746
,#NYPD_1249,Police Officer,8076
,#NYPD_1250,Lieutenant,
,#NYPD_1251,Police Officer,6580
,#NYPD_1252,Police Officer,
,#NYPD_1253,Sergeant,3499
,#NYPD_1254,Police Officer,7522
,#NYPD_1255,Deputy Inspector,0
,#NYPD_1256,Police Officer,17563
,#NYPD_1257,Detective Second Grade,6295
,#NYPD_1258,Police Officer,17145
,#NYPD_1259,Sergeant,2364
,#NYPD_1260,Police Officer,17574
,#NYPD_1261,Police Officer,23716
,#NYPD_1262,Police Officer,25363
,#NYPD_1263,Detective Second Grade,6958
,#NYPD_1264,Lieutenant,0
,#NYPD_1265,Police Officer,27152
,#NYPD_1266,Lieutenant,0
,#NYPD_1267,Police Officer,3280
,#NYPD_1268,Sergeant,5603
,#NYPD_1269,Police Officer,16417
,#NYPD_1270,Police Officer,18814
,#NYPD_1271,Police Officer,15346
,#NYPD_1272,Detective Specialist,3044
,#NYPD_1273,Police Officer,11569
,#NYPD_1274,Police Officer,26444
,#NYPD_1275,Police Officer,15834
,#NYPD_1276,Police Officer,14843
,#NYPD_1277,Police Officer,7533
,#NYPD_1278,Police Officer,31148
,#NYPD_1279,Police Officer,14769
,#NYPD_1280,Sergeant,3255
,#NYPD_1281,Police Officer,
,#NYPD_1282,Police Officer,25286
,#NYPD_1283,Police Officer,22576
,#NYPD_1284,Sergeant,3664
,#NYPD_1285,Police Officer,10743
,#NYPD_1286,Sergeant,4042
,#NYPD_1287,Police Officer,993
,#NYPD_1288,Police Officer,10791
,#NYPD_1289,Police Officer,9437
,#NYPD_1290,Police Officer,1885
,#NYPD_1291,Detective Third Grade,6071
,#NYPD_1292,Police Officer,10832
,#NYPD_1293,Detective Specialist,6412
,#NYPD_1294,Police Officer,11998
,#NYPD_1295,Police Officer,19414
,#NYPD_1296,Police Officer,
,#NYPD_1297,Police Officer,
,#NYPD_1298,Police Officer,13349
,#NYPD_1299,Police Officer,24993
,#NYPD_1300,Police Officer,25846
,#NYPD_1301,Police Officer,
,#NYPD_1302,First Deputy Commissioner,
,#NYPD_1303,Sergeant,1054
,#NYPD_1304,Police Officer,28527
,#NYPD_1305,Police Officer,6605
,#NYPD_1306,Police Officer,27780
,#NYPD_1307,Detective Third Grade,7980
,#NYPD_1308,Police Officer,25322
,#NYPD_1309,Police Officer,6235
,#NYPD_1310,Police Officer,7553
,#NYPD_1311,Lieutenant,0
,#NYPD_1312,Police Officer,1021
,#NYPD_1313,Police Officer,
,#NYPD_1314,Lieutenant,
,#NYPD_1315,Lieutenant,
,#NYPD_1316,Detective Third Grade,15052
,#NYPD_1317,Police Officer,
,#NYPD_1318,Police Officer,4994
,#NYPD_1319,Police Officer,17725
,#NYPD_1319,Police Officer,4250
,#NYPD_1320,Police Officer,14563
,#NYPD_1321,Police Officer,
,#NYPD_1322,Lieutenant,0
,#NYPD_1323,Police Officer,17578
,#NYPD_1324,Police Officer,2899
,#NYPD_1325,Police Officer,13189
,#NYPD_1326,Detective Third Grade,6899
,#NYPD_1327,Police Officer,4351
,#NYPD_1328,Police Officer,14760
,#NYPD_1329,Sergeant,
,#NYPD_1330,Police Officer,
,#NYPD_1331,Detective Third Grade,4140
,#NYPD_1331,Detective Third Grade,3715
,#NYPD_1332,Chief,0
,#NYPD_1333,Police Officer,21518
,#NYPD_1334,Police Officer,4137
,#NYPD_1335,Police Officer,19598
,#NYPD_1336,Detective Third Grade,4816
,#NYPD_1336,Detective Third Grade,30376
,#NYPD_1337,Police Officer,
,#NYPD_1338,Police Officer,24454
,#NYPD_1339,Police Officer,
,#NYPD_1340,Police Officer,13192
,#NYPD_1341,Police Officer,
,#NYPD_1342,Detective Third Grade,3733
,#NYPD_1343,Lieutenant,0
,#NYPD_1344,Police Officer,17596
,#NYPD_1345,Police Officer,3319
,#NYPD_1346,Police Officer,20648
,#NYPD_1347,Sergeant,2608
,#NYPD_1348,Police Officer,23749
,#NYPD_1349,Police Officer,16112
,#NYPD_1350,Sergeant,3025
,#NYPD_1351,Police Officer,18086
,#NYPD_1352,Sergeant,4103
,#NYPD_1353,Police Officer,29541
,#NYPD_1354,Police Officer,24142
,#NYPD_1355,Police Officer,25964
,#NYPD_1356,Police Officer,19788
,#NYPD_1357,Police Officer,19641
,#NYPD_1358,Police Officer,23869
,#NYPD_1359,Police Officer,5961
,#NYPD_1360,Sergeant,870
,#NYPD_1361,Police Officer,20732
,#NYPD_1362,Sergeant,4752
,#NYPD_1363,Detective Third Grade,
,#NYPD_1364,Sergeant,11045
,#NYPD_1364,Sergeant,1694
,#NYPD_1365,Police Officer,9709
,#NYPD_1366,Sergeant,872
,#NYPD_1367,Detective First Grade,3815
,#NYPD_1368,Lieutenant,0
,#NYPD_1369,Detective Third Grade,12
,#NYPD_1370,Detective Third Grade,5877
,#NYPD_1371,Police Officer,861
,#NYPD_1372,Police Officer,16723
,#NYPD_1373,Sergeant,44
,#NYPD_1374,Police Officer,24993
,#NYPD_1375,Police Officer,3474
,#NYPD_1376,Detective First Grade,7122
,#NYPD_1377,Police Officer,8504
,#NYPD_1378,Lieutenant,0
,#NYPD_1379,Police Officer,13258
,#NYPD_1380,Sergeant,23589
,#NYPD_1380,Sergeant,2731
,#NYPD_1381,Detective First Grade,4305
,#NYPD_1382,Police Officer,4587
,#NYPD_1383,Police Officer,30228
,#NYPD_1384,Police Officer,2899
,#NYPD_1385,Detective Third Grade,5119
,#NYPD_1386,Police Officer,3513
,#NYPD_1387,Police Officer,20877
,#NYPD_1388,Police Officer,23047
,#NYPD_1389,Lieutenant,0
,#NYPD_1390,Sergeant,3501
,#NYPD_1391,Police Officer,
,#NYPD_1392,Sergeant,0
